Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
O coordenador do Programa Pantanal do Ministério do Meio Ambiente, Paulo Guilherme Cabral, recebeu o estudo da Embrapa sobre o Taquari no início de julho.;Programa Pantanal do Ministério do Meio Ambiente;MISC;;Taquari;LOC
O coordenador do Programa Pantanal do Ministério do Meio Ambiente, Paulo Guilherme Cabral, recebeu o estudo da Embrapa sobre o Taquari no início de julho.;Programa Pantanal do Ministério do Meio Ambiente;MISC;coordenador do;Paulo Guilherme Cabral;PER
O coordenador do Programa Pantanal do Ministério do Meio Ambiente, Paulo Guilherme Cabral, recebeu o estudo da Embrapa sobre o Taquari no início de julho.;Programa Pantanal do Ministério do Meio Ambiente;MISC;;Embrapa;PER
O coordenador do Programa Pantanal do Ministério do Meio Ambiente, Paulo Guilherme Cabral, recebeu o estudo da Embrapa sobre o Taquari no início de julho.;Taquari;LOC;;Paulo Guilherme Cabral;PER
O coordenador do Programa Pantanal do Ministério do Meio Ambiente, Paulo Guilherme Cabral, recebeu o estudo da Embrapa sobre o Taquari no início de julho.;Taquari;LOC;;Embrapa;PER
O coordenador do Programa Pantanal do Ministério do Meio Ambiente, Paulo Guilherme Cabral, recebeu o estudo da Embrapa sobre o Taquari no início de julho.;Paulo Guilherme Cabral;PER;recebeu o estudo da;Embrapa;PER
O Corinthians inovou no modelo de parceria com seu patrocinador master e se tornou sócio do BMG em um banco digital .;Corinthians;ORG;inovou no modelo de parceria com;BMG;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Business Lab;PER;;Peugeot;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Business Lab;PER;;Itaú Unibanco;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Business Lab;PER;;Redpoint;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Business Lab;PER;acaba de firmar parceria com;Cubo Itaú;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Business Lab;PER;da montadora;Groupe PSA;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Peugeot;ORG;;Itaú Unibanco;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Peugeot;ORG;;Redpoint;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Peugeot;ORG;;Cubo Itaú;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Peugeot;ORG;dona das marcas de veículos;Groupe PSA;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Itaú Unibanco;LOC;junto à;Redpoint;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Itaú Unibanco;LOC;espaço de fomento ao empreendedorismo tecnológico do;Cubo Itaú;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Itaú Unibanco;LOC;;Groupe PSA;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Redpoint;LOC;;Cubo Itaú;LOC
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Redpoint;LOC;;Groupe PSA;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Cubo Itaú;LOC;;Groupe PSA;ORG
O da americana 'Science' foi feito por Ira M. Longini Jr., da Universidade Emory, em Atlanta EUA, e mais sete colegas.;Atlanta EUA;LOC;;Ira M. Longini Jr.;PER
O da americana 'Science' foi feito por Ira M. Longini Jr., da Universidade Emory, em Atlanta EUA, e mais sete colegas.;Atlanta EUA;LOC;;Science;MISC
O da americana 'Science' foi feito por Ira M. Longini Jr., da Universidade Emory, em Atlanta EUA, e mais sete colegas.;Atlanta EUA;LOC;em;Universidade Emory;ORG
O da americana 'Science' foi feito por Ira M. Longini Jr., da Universidade Emory, em Atlanta EUA, e mais sete colegas.;Ira M. Longini Jr.;PER;foi feito por;Science;MISC
O da americana 'Science' foi feito por Ira M. Longini Jr., da Universidade Emory, em Atlanta EUA, e mais sete colegas.;Ira M. Longini Jr.;PER;da;Universidade Emory;ORG
O da americana 'Science' foi feito por Ira M. Longini Jr., da Universidade Emory, em Atlanta EUA, e mais sete colegas.;Science;MISC;;Universidade Emory;ORG
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;ARPA;ORG;;Mãos transformadoras do lixo de Paulo Afonso;MISC
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;ARPA;ORG;;Dia de Cooperar;MISC
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;ARPA;ORG;;Paulo Afonso;PER
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;ARPA;ORG;na;Victor Flores;PER
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;Mãos transformadoras do lixo de Paulo Afonso;MISC;;Dia de Cooperar em Paulo Afonso;MISC
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;Mãos transformadoras do lixo de Paulo Afonso;MISC;;Paulo Afonso;PER
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;Mãos transformadoras do lixo de Paulo Afonso;MISC;de;Victor Flores;PER
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;Dia de Cooperar;MISC;em;Paulo Afonso;PER
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;Dia de Cooperar;MISC;;Victor Flores;PER
O Dia de Cooperar em Paulo Afonso foi encerrado no último sábado , dia 10 , com a palestra Mãos transformadoras do lixo de Paulo Afonso , de Victor Flores , na ARPA .;Paulo Afonso;PER;;Victor Flores;PER
O diretor Aloysio Legey deixou o comando do Megatom para cuidar dos especiais de fim de ano da Globo.;Globo;ORG;;Megatom;PER
O diretor Aloysio Legey deixou o comando do Megatom para cuidar dos especiais de fim de ano da Globo.;Globo;ORG;;Aloysio Legey;PER
O diretor Aloysio Legey deixou o comando do Megatom para cuidar dos especiais de fim de ano da Globo.;Megatom;PER;deixou o comando do;Aloysio Legey;PER
O diretor Operacional Olavo Lazzarotto representou o Sicoob Central SC/RS .;Sicoob Central SC/RS;LOC;diretor Operacional;Olavo Lazzarotto;PER
O encontro do partido ocorreu um dia depois da OMS ter dito que Pequim tem 200 casos de Sars em vez dos 37 notificados.;Sars;PER;;OMS;ORG
O encontro do partido ocorreu um dia depois da OMS ter dito que Pequim tem 200 casos de Sars em vez dos 37 notificados.;Sars;PER;tem 200 casos de;Pequim;LOC
O encontro do partido ocorreu um dia depois da OMS ter dito que Pequim tem 200 casos de Sars em vez dos 37 notificados.;OMS;ORG;ter dito que;Pequim;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Lajeado;LOC;;Sicoob Vale do Vinho;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Lajeado;LOC;que atuam em;Sicoob São Miguel;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Lajeado;LOC;;Bento Gonçalves;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Lajeado;LOC;;Santa Cruz do Sul;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Lajeado;LOC;;Sicoob Valcredi Sul;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Sicoob Vale do Vinho;LOC;;Sicoob São Miguel;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Sicoob Vale do Vinho;LOC;de;Bento Gonçalves;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Sicoob Vale do Vinho;LOC;;Santa Cruz do Sul;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Sicoob Vale do Vinho;LOC;;Sicoob Valcredi Sul;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Sicoob São Miguel;LOC;;Bento Gonçalves;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Sicoob São Miguel;LOC;;Santa Cruz do Sul;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Sicoob São Miguel;LOC;;Sicoob Valcredi Sul;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Bento Gonçalves;LOC;;Santa Cruz do Sul;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Venâncio Aires;LOC;dos municípios de;Sicoob Valcredi Sul;LOC
"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha .";Santa Cruz do Sul;LOC;;Veranópolis;LOC
